title,alt_title,type,description,genre,author,artist,rate,image,released
Goblin's Night,"도깨비의 밤, Dokkaebi's Night, Night of the Goblin, Noche de Duendes",manga,"“The complex of the boy, Choi Si-woo, is being overweight. Choi Si-woo runs and runs around his house until past midnight, and he encounters an old man on a walking trail. In the blink of an eye, the old man covers Choi Si-woo with the straw backpack he is carrying. Where Choi Si-woo had stumbled upon was an enormously wide ruined traditional Korean house (hanok).

At the edge of the spacious courtyard, surrounding him on the courtyard, there were numerous black shadows standing. To the bewildered Choi Si-woo, the old man speaks. Once every 666 years, a ceremony is held to select the king of Yokai and each Yokai in this world possesses one entry ticket for it. And Choi Si-woo is, in fact, a hybrid of a human and a goblin, inheriting the blood of an extinct goblin. Among the goblin folk, only Choi Si-woo possesses the entry ticket. As the sole survivor inheriting the blood of a goblin, the adventure of the half-monster boy, Choi Si-woo, begins.”","Action, Long Strip, Drama, Fantasy, Web Comic, Supernatural, Full Color",Munsik,Dool,8.4798,https://mangadex.org/covers/8e198455-98cd-4729-b73d-73677a5237b2/6c60180b-f822-4415-9aab-806c9593986d.jpg,2023
Shoukan sareta Kenja wa Isekai wo Yuku ~Saikyou nano wa Fuyou Zaiko no Item deshita~,"召喚された賢者は異世界を往く ～最強なのは不要在庫のアイテムでした～, A Sage Is Summoned to Another World: The Undesired Items Are Now the Strongest, El sabio es invocado a otro mundo ~Los artículos más fuertes eran los menos deseados del inventario~, 소환된 현자는 이세계를 누빈다 ~최강인 것은 필요없는 재고 아이템이었습니다~, 被召喚的賢者前往異世界～廢棄庫存道具才是最強～, 被召唤的贤者前往异世界～废弃库存道具才是最强～",manga,"Touya, the strongest player in the game Pandemic World Online, had won so many items that he decided to create an alternate account to store the extra ones. While playing this very game in his second account, he was summoned to another world as a character he made, where the people were merrily expecting a hero. However, when it is known that he doesn't have the title of a hero, he is discarded and replaced by another person. Now, he must survive in an another world with the account he merely used to store his extra items in.  


---","Reincarnation, Action, Comedy, Adventure, Video Games, Harem, Isekai, Drama, Fantasy, Web Comic, Adaptation",Yashu,Kobayashi Ko,7.7466,https://mangadex.org/covers/f1522b1b-4b5a-4c09-bb39-8b092f4b7edd/1a46244e-9597-4537-89da-c4ca1381cddc.jpg,2019
The Obsessive Second Male Lead Has Gone Wild,"집착 서브 남주가 미쳐 날뛴다, Jipchang Seobeu Namjuga Michyeo Nalttwinda, El Obsesivo Segundo Protagonista se ha Vuelto Loco",manga,"I remember the story of a novel I had read in my previous life just before my marriage. If you don’t mess up the wedding, you’ll be poisoned by your husband! So I just kissed the priest who was in charge of the ceremony.

""Commander, are you alright?"" 
One of the holy knights shouted as he approached the priest who was kissed. Huh, what? Wait... are you the commander of the Holy Knights?

**

Rurutia, who was about to die, wanted to spend her last moment in a temple where she felt at ease the most. She started a business with her friends for the temple, and itwas a big hit.

""Miss, you have the world in the palm of your hands!""

""Are you a God who descended to earth?""

In the midst of being embarrassed by the large crown, the commander of the holy knights himself was also acting strange.

“All I wish for is to be your husband,” he said that with eyes shining with obsession, ""Take responsibility for stealing my first kiss.""

This is all so wrong. It seems that I changed my future.","Reincarnation, Long Strip, Romance, Magic, Fantasy, Web Comic, Adaptation, Full Color",Subi (수비),Baek Hana,7.625,https://mangadex.org/covers/92800fce-9996-4e66-94b6-6d43c1da5213/e3020761-3562-465d-baf0-4fd957ea38b1.jpg,2023
I'll Resign and Have a Fresh Start in This World,"I'm Going To Relax in This World After Submitting My Resignation, 사표내고 이계에서 힐링합니다, Resigning and Healing in Another World",manga,"The main character, Cho Isu, lived an ordinary but happy life.
Five years ago, he suddenly loses his parents, and becomes a devastated man, as he struggles every day.
When he was exhausted from the suffocating daily life, a portal opened in the room. A place he has never been to, a place he doesn’t know what might be.
A healing life to enjoy in a different world starting as a commoner and turning into a feudal lord.","Long Strip, Comedy, Adventure, Isekai, Drama, Fantasy, Web Comic, Slice of Life, Cooking, Full Color",Deep Black,Paran,8.0543,https://mangadex.org/covers/63605dd2-d8ca-4ff2-967f-9fc33d1dbd6f/d89b52b8-a94c-4d17-9ff4-d55fff25e3a2.png,2022
The Goal Is to Be Self-Made,"목표는 자수성가입니다, My Goal Is to Achieve Success on My Own, The Goal Is to Become Self-Sufficient",manga,"“Your Grace the Duke, please marry me.” 

When I woke up, I was in a game world. But the problem is that I became a supporting character that was to be sacrificed to break the hard mode. There is only one way out of this situation. Marry the Eastern Grand Duke Sedrick Etzel, avoid a predetermined death, quickly earn a lot of money and become self-made! I have a more cooperative contract husband than I thought. Exceeding the goal seems to be completely possible! Here comes the player, lay down the money path!","Long Strip, Romance, Fantasy, Web Comic, Full Color",Kim Daham,Minha,8.4,https://mangadex.org/covers/42db4824-1409-4b1f-915a-0848a8d7c7f3/7e489c91-d03a-4b7b-acb7-e6207b1b833d.jpg,2022
I Picked a Hammer to Save the World,"The Hammer, 더 해머",manga,"If the name Tiny brings to mind a diminutive rogue befitting the name, think again: Tiny is a headstrong, muscle-bound warrior who would rather smash his way through obstacles with his trusty warhammer than use his brain. 

When Tiny and the legendary Ten Knights of Asran are defeated by the Demon Beastlord Gluttony, he is given a second chance at life as he is magically sent back to the past. 

Relying on his knowledge of the future, the young Tiny must right the wrongs of the past and prepare for the upcoming battle!","Time Travel, Monsters, Action, Demons, Long Strip, Adventure, Drama, Fantasy, Full Color",Studio M,Mensu,7.6404,https://mangadex.org/covers/40881c1c-9bd7-425c-959e-a64799522434/f5b67713-92f4-46c7-bbda-51959843f789.jpg,2022
Hunter Academy’s Strongest Battle God,"헌터 아카데미의 최강투신, Hunter Academy's Strongest Battle God, Hunter Academy's Greatest War God, Непобедимый бог академии охотников, El Dios de la Batalla de la Academia de Cazadores",manga,"With an F-rank Trait, deemed the worst of the worst, 5-year-old Shin Yu-sung is abandoned by the Shin-oh family, which is famous for raising hunters.

The same year, he meets one of the strongest hunters, the Fist King, at the orphanage and is adopted by him. The Fist King became the strongest not through his Trait or special abilities — but by training his body.

He takes note of Shin Yu-sung's physique instead of his Trait — nine blocked yin pathways.

“Your blocked pathways cause your body’s mana to overflow, giving you an exceptional mind and god-like looks! But you also pass away before coming of age…”

An abundance of bodily yang.

“Your body is overflowing with the energy that can cure your nine blocked yin pathways!”","Sci-Fi, Action, Long Strip, Martial Arts, Adventure, Magic, School Life, Fantasy, Web Comic, Adaptation, Full Color",Yeon Mosmaen (연못맨),Gasari,7.9146,https://mangadex.org/covers/d227a249-e17e-4527-af19-01190e0209b1/4742a353-4e11-46d2-8ebb-87358cb14f4a.jpg,2024
A World Without You,"사랑받는 언니가 사라진 세계, Sarangbanneun Eonniga Sarajin Segye, A World Without My Sister Whom Everyone Loved, A World Without My Sister Who Everyone Loved, The World Where the Beloved Sister Disappeared, Without My Evil Sister, El mundo sin mi hermana a quien todos amaban, 愛され悪女が消えた世界, 备受宠爱的姐姐消失的世界, 受宠姐姐消失的世界, 萬人迷姐姐消失的世界",manga,"""I hate you enough to want to kill you, Sienna.""

I was my sister’s shadow all my life, and I was betrayed by her and died. But… people have changed since the day I came back in time.

""You're the only child Nacht chose.""

""His Highness recognizes you as family.""

Something's wrong. These people seem to mistake me for my older sister.

""I beg you, believe in us for once, that we care for you.""

I once wanted to be loved. Now I fear that this mindset will become my weakness. One betrayal was enough. Everything is over when you bet everything in love. I just want to get my life back so…

---
After being taken in by the noble house of Nacht, Sienna grew up with her adopted sister, Lorena, who she believed to be the sweetest, kindest person in the world. But after Lorena attempts to kill her, Sienna realizes how much her ""loving"" sister actually hated her. She tries to end her life with a magic potion but ends up going back in time instead. Determined to survive, she tries to use her memories to her advantage. For some strange reason though... Lorena is now nowhere to be found.","Long Strip, Romance, Fantasy, Adaptation, Full Color, Tragedy",Na Yoo Hye,Night Witch,7.8522,https://mangadex.org/covers/9290f4f1-3860-4bc2-8194-c3a7271fe398/62e4ba4c-0fc5-4408-b804-226ce5d544e3.png,2022
Boushoku-Hi no Ken,"The Sword of Princess Gluttony, Меч принцессы Чревоугодия, 暴食妃の剣, 폭식비의 검",manga,"After Dean, a third rate adventurer, got surrounded by demonic beasts in the demonic labyrinth, he fled to a place where he found the strongest demon who devours power: The demon-fed sword Belzera, born to the Gluttony Empress Belzebuth. After obtaining such unexpected power, he once again aims to become a first rate adventurer he looked up to, and delves deeper into the labyrinth. However…  
  


---

**Links:**  
- [Original Web Novel](https://kakuyomu.jp/works/1177354054913513847) (Japanese)","Monsters, Action, Adventure, Magic, Drama, Fantasy, Monster Girls, Adaptation",Nekoko.,Mochiron-san,7.1967,https://mangadex.org/covers/997d322b-22de-4875-a1a4-2a80dba21d4c/b329d23d-fa9c-4358-8450-7c3c9edb5f9d.jpg,2019
The Monster Duke Mistook Me for His Wife,"괴물 공작이 나를 아내로 착각한다, The Monster Duke Mistakes Me for His Wife, El Monstruoso Duque Me Confundió Con Su Esposa",manga,"El 'Duque Monstruoso' que está maldito y una figura oscura, Dillian Sinaize apareció ante mis ojos. “¿Quién diablos le hizo esto?” Está muriendo. No podía fingir que no lo había visto, así que lo traté. “¿No solo ha perdido la memoria, sino que también tiene extrañas ilusiones?” “Cuando te veo, mi corazón late tan rápido y mi mente se marea.” ""Bueno eso es…"" ""Como era de esperar, éramos amantes.” “¡¿No, no nos conocíamos?!” Una vez que comenzó el malentendido todo se salió de control. ""Si mi esposa me deja..."" ""¿No crees que podría matarte?"" ""No, tienes que matar al tipo que te secuestró"". De este hombre aterrador… ¿Podré escapar…?","Long Strip, Romance, Comedy, Fantasy, Web Comic, Full Color",Changman,Seyeon,,https://mangadex.org/covers/366e489f-2aa9-4dd4-a06b-5fdf394b1737/b24fa117-1627-442a-b486-68dc02ff2b35.jpg,2024
Ten to Chi to Hazama no Sekai Yelatium,"Yeratium - The World Between Heaven And Earth, 天と地と狭間の世界イェラティアム",manga,"The long-awaited comicalisation of the Another world x Battle fantasy from the novel! 

Heaven, where gods dwell. On earth, where demons dwell. And people live in the world in between. There were seven floating continents. When a continent falls, demons appear and become stronger and when a continent rises, no demons appear and one can enjoy a moment of peace and tranquility. The Wheel of Fortune,given by the gods, is responsible for a continent’s levitation. After 2,000 years, the Wheel of Fortune begins to change. The time for inevitable destruction, One boy soars through the space between heaven and earth on blue wings…..","Action, Adventure, Fantasy, Adaptation",Haru Yayari,Mayu Muramatu,7.075,https://mangadex.org/covers/10ccb0be-a033-4cb2-a411-fd5b540df52f/8f1f5d17-3da8-4424-ad15-eacdc7664c72.jpg,2023
The Marquis and the Iron Wall Lady,"결벽 후작과 철벽 레이디, El marqués corrupto y la dama de hierro, ¡¿Dónde está mi martillo?!, Where is My Little Stick?!",manga,"Alpheus, the Marquis of Lothian and master of Silverglen Castle, is considered the perfect man with a brilliant mind and a handsome face. However, rumour has it that he suffers from a mysterious disease and always wears gloves.

His finance secretary Edith has been working for the marquis for years when he suddenly asks her to act as his fake fiancée. He seems to need an excuse to refuse the many marriage proposals offered to him, but what exactly is his plan that he strangely acts incredibly sincere in this contract relationship? The longer she pretends to be his fiancée, the more confused Edith becomes...

A cold-blooded noble and a lady with a defence as strong as an iron wall - the beginning of a workplace romance that starts with a contract!","Romance, Fantasy",Yulibi,Heeria,7.25,https://mangadex.org/covers/be134f8a-7f85-4057-bcf4-54a8bb764c9f/38a9d94c-e117-491e-a995-e377b1703cb1.jpg,2022
The Bad Ending of an Otome,"그 오토메 게임의 배드엔딩, Geu Otome Game-ui Bad Ending, Geu otome geim-ui baedeuending, Lia's Bad Ending, The Otome Game's Bad Ending, The Bad Ending of the Otome Game, Плохой конец этой отомэ-игры, 那个乙女游戏的坏结局, The Bad Ending of an Otome Game, El Mal Final Del Juego Otome",manga,"The game's heroine had a limited time to live. Meanwhile, I played the role of the villainous friend that vies for the male leads' attention before being eliminated by the player. However, after that kid died, I made the decison on my own to exit from this story.

But, what do I do? The reactions of those around me are a bit strange.

""I came to the marquess’s estate because Ophelia needed a friend around her age. And now, Ophelia's dead.""

Their gaze seemed to be asking me why I was stating the obvious.
I said it plainly.

""So, I should leave now.""

For some reason, the two men made an expression as if they were at a loss for words.
They used to consider me a fly that stuck to Ophelia's side, so why?

*Otome Game: A game targeted towards women where the protagonist (player) is female","Reincarnation, Long Strip, Romance, Reverse Harem, Video Games, Isekai, Drama, Fantasy, Villainess, Web Comic, Adaptation, Full Color",Cheomji (첨지),Cheong-won,8.2479,https://mangadex.org/covers/6fcd4531-a8f2-43ee-a1a1-b53bfd4726b2/22d231c2-fa69-41f4-9bbb-e4d5bccac2c1.jpg,2021
